gene/TE	count	sample
"gene_6943"	2674	W16ER2
"gene_6944"	172	W16ER2
"gene_6945"	1203	W16ER2
"gene_6946"	9080	W16ER2
"gene_6947"	4	W16ER2
"gene_6948"	646	W16ER2
"gene_6949"	277	W16ER2
"gene_695"	239	W16ER2
"gene_6950"	251	W16ER2
"gene_6951"	564	W16ER2
"gene_6952"	2658	W16ER2
"gene_6953"	1021	W16ER2
"gene_6954"	290	W16ER2
"gene_6956"	415	W16ER2
"gene_6957"	175	W16ER2
"gene_6958"	274	W16ER2
"gene_6959"	9856	W16ER2
"gene_696"	501	W16ER2
"gene_6960"	1888	W16ER2
"gene_6961"	1587	W16ER2
"gene_6962"	428	W16ER2
"gene_6963"	4	W16ER2
"gene_6964"	30	W16ER2
"gene_6965"	952	W16ER2
"gene_6966"	611	W16ER2
"gene_6967"	2908	W16ER2
"gene_6968"	557	W16ER2
"gene_6969"	65	W16ER2
"gene_697"	1943	W16ER2
"gene_6970"	241	W16ER2
"gene_6971"	615	W16ER2
"gene_6972"	35662	W16ER2
"gene_6973"	106	W16ER2
"gene_6974"	1807	W16ER2
"gene_6975"	644	W16ER2
"gene_6976"	707	W16ER2
"gene_6977"	1827	W16ER2
"gene_6978"	1443	W16ER2
"gene_6979"	2226	W16ER2
"gene_698"	117	W16ER2
"gene_6980"	380	W16ER2
"gene_6981"	1829	W16ER2
"gene_6982"	648	W16ER2
"gene_6983"	7970	W16ER2
"gene_6984"	1287	W16ER2
"gene_6985"	3364	W16ER2
"gene_6986"	1282	W16ER2
"gene_6987"	867	W16ER2
"gene_6988"	10	W16ER2
"gene_6989"	75	W16ER2
"gene_699"	357	W16ER2
"gene_6990"	311	W16ER2
"gene_6991"	13492	W16ER2
"gene_6992"	1953	W16ER2
"gene_6993"	3293	W16ER2
"gene_6994"	554	W16ER2
"gene_6995"	2146	W16ER2
"gene_6996"	5506	W16ER2
"gene_6997"	31	W16ER2
"gene_6998"	707	W16ER2
"gene_6999"	159	W16ER2
"gene_7"	6683	W16ER2
"gene_70"	28	W16ER2
"gene_700"	510	W16ER2
"gene_7000"	1213	W16ER2
"gene_7001"	2295	W16ER2
"gene_7002"	647	W16ER2
"gene_7003"	1185	W16ER2
"gene_7004"	1790	W16ER2
"gene_7005"	37	W16ER2
"gene_7006"	1290	W16ER2
"gene_7007"	1820	W16ER2
"gene_7008"	4509	W16ER2
"gene_7009"	2460	W16ER2
"gene_701"	5996	W16ER2
"gene_7011"	1137	W16ER2
"gene_7012"	311	W16ER2
"gene_7013"	281	W16ER2
"gene_7014"	17562	W16ER2
"gene_7015"	421	W16ER2
"gene_7016"	4	W16ER2
"gene_7018"	1838	W16ER2
"gene_7019"	602	W16ER2
"gene_702"	64	W16ER2
"gene_7020"	34	W16ER2
"gene_7021"	68	W16ER2
"gene_7022"	787	W16ER2
"gene_7023"	13	W16ER2
"gene_7024"	138	W16ER2
"gene_7025"	154	W16ER2
"gene_7026"	60	W16ER2
"gene_7027"	322	W16ER2
"gene_7028"	1387	W16ER2
"gene_7029"	1396	W16ER2
"gene_703"	76	W16ER2
"gene_7030"	181	W16ER2
"gene_7031"	480	W16ER2
"gene_7032"	625	W16ER2
"gene_7033"	1079	W16ER2
"gene_7034"	421	W16ER2
"gene_7035"	772	W16ER2
"gene_7036"	2493	W16ER2
"gene_7037"	2367	W16ER2
"gene_7038"	971	W16ER2
"gene_7039"	15	W16ER2
"gene_704"	46	W16ER2
"gene_7040"	504	W16ER2
"gene_7041"	822	W16ER2
"gene_7042"	2727	W16ER2
"gene_7043"	71	W16ER2
"gene_7044"	1076	W16ER2
"gene_7045"	149	W16ER2
"gene_7046"	361	W16ER2
"gene_7047"	1348	W16ER2
"gene_7048"	3645	W16ER2
"gene_7049"	687	W16ER2
"gene_705"	22499	W16ER2
"gene_7050"	2605	W16ER2
"gene_7051"	6278	W16ER2
"gene_7052"	1166	W16ER2
"gene_7053"	73	W16ER2
"gene_7054"	729	W16ER2
"gene_7055"	2255	W16ER2
"gene_7056"	870	W16ER2
"gene_7057"	2436	W16ER2
"gene_7058"	2597	W16ER2
"gene_7059"	55	W16ER2
"gene_706"	11	W16ER2
"gene_7060"	385	W16ER2
"gene_7061"	67	W16ER2
"gene_7062"	36	W16ER2
"gene_7063"	1659	W16ER2
"gene_7064"	550	W16ER2
"gene_7065"	1346	W16ER2
"gene_7066"	2904	W16ER2
"gene_7068"	419	W16ER2
"gene_7069"	1161	W16ER2
"gene_707"	2927	W16ER2
"gene_7070"	71	W16ER2
"gene_7071"	11	W16ER2
"gene_7072"	7	W16ER2
"gene_7073"	181	W16ER2
"gene_7074"	1017	W16ER2
"gene_7075"	216	W16ER2
"gene_7076"	780	W16ER2
"gene_7077"	6013	W16ER2
"gene_7078"	4522	W16ER2
"gene_7079"	3657	W16ER2
"gene_708"	75	W16ER2
"gene_7080"	175	W16ER2
"gene_7081"	10	W16ER2
"gene_7082"	297	W16ER2
"gene_7083"	100	W16ER2
"gene_7084"	231	W16ER2
"gene_7085"	6945	W16ER2
"gene_7086"	1	W16ER2
"gene_7087"	17	W16ER2
"gene_7088"	105	W16ER2
"gene_709"	1176	W16ER2
"gene_7090"	732	W16ER2
"gene_7091"	711	W16ER2
"gene_7092"	613	W16ER2
"gene_7093"	436	W16ER2
"gene_7094"	33	W16ER2
"gene_7095"	29	W16ER2
"gene_7096"	8	W16ER2
"gene_7097"	122	W16ER2
"gene_7098"	103	W16ER2
"gene_7099"	13	W16ER2
"gene_71"	6	W16ER2
"gene_710"	12	W16ER2
"gene_7100"	1192	W16ER2
"gene_7101"	327	W16ER2
"gene_7102"	1175	W16ER2
"gene_7103"	290	W16ER2
"gene_7104"	853	W16ER2
"gene_7105"	263	W16ER2
"gene_7106"	518	W16ER2
"gene_7107"	33	W16ER2
"gene_7108"	33043	W16ER2
"gene_7109"	1198	W16ER2
"gene_711"	981	W16ER2
"gene_7110"	756	W16ER2
"gene_7111"	15796	W16ER2
"gene_7112"	1373	W16ER2
"gene_7113"	0	W16ER2
"gene_7114"	106	W16ER2
"gene_7115"	1389	W16ER2
"gene_7116"	104	W16ER2
"gene_7117"	24	W16ER2
"gene_7118"	326	W16ER2
"gene_7119"	102	W16ER2
"gene_712"	1953	W16ER2
"gene_7120"	2180	W16ER2
"gene_7121"	1276	W16ER2
"gene_7122"	1203	W16ER2
"gene_7123"	1106	W16ER2
"gene_7124"	525	W16ER2
"gene_7125"	2889	W16ER2
"gene_7126"	9	W16ER2
"gene_7127"	247	W16ER2
"gene_7128"	13	W16ER2
"gene_7129"	0	W16ER2
"gene_713"	482	W16ER2
"gene_7130"	0	W16ER2
"gene_7131"	0	W16ER2
"gene_7132"	17	W16ER2
"gene_7133"	356	W16ER2
"gene_7134"	2001	W16ER2
"gene_7135"	3505	W16ER2
"gene_7136"	28330	W16ER2
"gene_7137"	139	W16ER2
"gene_7138"	0	W16ER2
"gene_7139"	0	W16ER2
"gene_714"	152	W16ER2
"gene_7140"	0	W16ER2
"gene_7141"	108	W16ER2
"gene_7142"	315	W16ER2
"gene_7143"	9198	W16ER2
"gene_7144"	9148	W16ER2
"gene_7145"	220	W16ER2
"gene_7146"	519	W16ER2
"gene_7148"	0	W16ER2
"gene_7149"	0	W16ER2
"gene_715"	339	W16ER2
"gene_7150"	92	W16ER2
"gene_7151"	48	W16ER2
"gene_7152"	0	W16ER2
"gene_7153"	45	W16ER2
"gene_7154"	4	W16ER2
"gene_7155"	12	W16ER2
"gene_7156"	276	W16ER2
"gene_7157"	2	W16ER2
"gene_7158"	184	W16ER2
"gene_7159"	21	W16ER2
"gene_716"	1531	W16ER2
"gene_7160"	41	W16ER2
"gene_7161"	0	W16ER2
"gene_7162"	5	W16ER2
"gene_7163"	17	W16ER2
"gene_7164"	1	W16ER2
"gene_7165"	5	W16ER2
"gene_7166"	101	W16ER2
"gene_7167"	5490	W16ER2
"gene_7168"	1873	W16ER2
"gene_7169"	7	W16ER2
"gene_717"	1344	W16ER2
"gene_7170"	133	W16ER2
"gene_7171"	0	W16ER2
"gene_7172"	59	W16ER2
"gene_7173"	1	W16ER2
"gene_7174"	0	W16ER2
"gene_7175"	149	W16ER2
"gene_7176"	19	W16ER2
"gene_7177"	2	W16ER2
"gene_7178"	3	W16ER2
"gene_7179"	12	W16ER2
"gene_718"	100	W16ER2
"gene_7180"	26	W16ER2
"gene_7181"	70	W16ER2
"gene_7182"	0	W16ER2
"gene_7183"	55	W16ER2
"gene_7184"	81	W16ER2
"gene_7185"	4	W16ER2
"gene_7186"	116	W16ER2
"gene_7187"	4	W16ER2
"gene_7188"	3	W16ER2
"gene_7189"	0	W16ER2
"gene_719"	157	W16ER2
"gene_7190"	1	W16ER2
"gene_7191"	0	W16ER2
"gene_7192"	3	W16ER2
"gene_7193"	3	W16ER2
"gene_7194"	0	W16ER2
"gene_7195"	1963	W16ER2
"gene_7196"	266	W16ER2
"gene_7197"	417	W16ER2
"gene_7198"	1043	W16ER2
"gene_7199"	590	W16ER2
"gene_72"	0	W16ER2
"gene_720"	766	W16ER2
"gene_7200"	4998	W16ER2
"gene_7201"	108	W16ER2
"gene_7202"	419	W16ER2
"gene_7203"	68	W16ER2
"gene_7204"	1025	W16ER2
"gene_7205"	221	W16ER2
"gene_7206"	1243	W16ER2
"gene_7207"	2286	W16ER2
"gene_7208"	1	W16ER2
"gene_7209"	0	W16ER2
"gene_721"	2480	W16ER2
"gene_7210"	857	W16ER2
"gene_7211"	3800	W16ER2
"gene_7212"	1265	W16ER2
"gene_7213"	1960	W16ER2
"gene_7214"	6876	W16ER2
"gene_7215"	600	W16ER2
"gene_7216"	205	W16ER2
"gene_7217"	10	W16ER2
"gene_7218"	527	W16ER2
"gene_7219"	23	W16ER2
"gene_722"	1037	W16ER2
"gene_7220"	44	W16ER2
"gene_7221"	5	W16ER2
"gene_7222"	81	W16ER2
"gene_7223"	1	W16ER2
"gene_7224"	2	W16ER2
"gene_7225"	5	W16ER2
"gene_7226"	0	W16ER2
"gene_7227"	10	W16ER2
"gene_7228"	0	W16ER2
"gene_723"	1559	W16ER2
"gene_7230"	135	W16ER2
"gene_7231"	5	W16ER2
"gene_7232"	26	W16ER2
"gene_7233"	4632	W16ER2
"gene_7234"	79	W16ER2
"gene_7235"	13	W16ER2
"gene_7236"	54	W16ER2
"gene_7237"	140	W16ER2
"gene_7238"	9	W16ER2
"gene_7239"	151	W16ER2
"gene_724"	200	W16ER2
"gene_7240"	420	W16ER2
"gene_7241"	6429	W16ER2
"gene_7242"	77	W16ER2
"gene_7243"	3	W16ER2
"gene_7244"	23	W16ER2
"gene_7245"	13	W16ER2
"gene_7246"	110	W16ER2
"gene_7247"	95	W16ER2
"gene_7248"	21	W16ER2
"gene_7249"	16	W16ER2
"gene_725"	816	W16ER2
"gene_7250"	0	W16ER2
"gene_7251"	6	W16ER2
"gene_7252"	7	W16ER2
"gene_7253"	43	W16ER2
"gene_7254"	20	W16ER2
"gene_7255"	1	W16ER2
"gene_7256"	23	W16ER2
"gene_7257"	3	W16ER2
"gene_7258"	3	W16ER2
"gene_7259"	14	W16ER2
"gene_726"	1596	W16ER2
"gene_7260"	13	W16ER2
"gene_7261"	3	W16ER2
"gene_7262"	22	W16ER2
"gene_7263"	24	W16ER2
"gene_7264"	1	W16ER2
"gene_7265"	0	W16ER2
"gene_7266"	14	W16ER2
"gene_7267"	132	W16ER2
"gene_7268"	549	W16ER2
"gene_7269"	9011	W16ER2
"gene_727"	580	W16ER2
"gene_7270"	21	W16ER2
"gene_7271"	54	W16ER2
"gene_7272"	6	W16ER2
"gene_7273"	9	W16ER2
"gene_7274"	25	W16ER2
"gene_7275"	4	W16ER2
"gene_7276"	13	W16ER2
"gene_7277"	35	W16ER2
"gene_7278"	1	W16ER2
"gene_7279"	3	W16ER2
"gene_728"	1313	W16ER2
"gene_7280"	10	W16ER2
"gene_7281"	2	W16ER2
"gene_7282"	7	W16ER2
"gene_7283"	0	W16ER2
"gene_7284"	1	W16ER2
"gene_7285"	0	W16ER2
"gene_7287"	13	W16ER2
"gene_7288"	5	W16ER2
"gene_7289"	21	W16ER2
"gene_729"	179	W16ER2
"gene_7290"	179	W16ER2
"gene_7291"	20	W16ER2
"gene_7292"	12	W16ER2
"gene_7293"	49	W16ER2
"gene_7294"	268	W16ER2
"gene_7295"	91	W16ER2
"gene_7296"	7757	W16ER2
"gene_7297"	51	W16ER2
"gene_7298"	51	W16ER2
"gene_7299"	14	W16ER2
"gene_73"	6	W16ER2
"gene_730"	979	W16ER2
"gene_7300"	295	W16ER2
"gene_7301"	7070	W16ER2
"gene_7302"	373	W16ER2
"gene_7303"	4007	W16ER2
"gene_7304"	6768	W16ER2
"gene_7305"	2799	W16ER2
"gene_7306"	14	W16ER2
"gene_7307"	1552	W16ER2
"gene_7308"	751	W16ER2
"gene_7309"	1437	W16ER2
"gene_731"	5185	W16ER2
"gene_7310"	321	W16ER2
"gene_7311"	14	W16ER2
"gene_7312"	799	W16ER2
"gene_7313"	234	W16ER2
"gene_7314"	1476	W16ER2
"gene_7315"	54	W16ER2
"gene_7316"	980	W16ER2
"gene_7317"	576	W16ER2
"gene_7318"	1044	W16ER2
"gene_7319"	1803	W16ER2
"gene_732"	50	W16ER2
"gene_7320"	11936	W16ER2
"gene_7322"	0	W16ER2
"gene_7323"	0	W16ER2
"gene_7324"	27	W16ER2
"gene_7325"	6	W16ER2
"gene_7326"	232	W16ER2
"gene_7327"	2	W16ER2
"gene_7328"	35	W16ER2
"gene_7329"	18	W16ER2
"gene_733"	41	W16ER2
"gene_7330"	8	W16ER2
"gene_7331"	38	W16ER2
"gene_7332"	70	W16ER2
"gene_7333"	11	W16ER2
"gene_7334"	0	W16ER2
"gene_7335"	161	W16ER2
"gene_7336"	23	W16ER2
"gene_7337"	9	W16ER2
"gene_7338"	5	W16ER2
"gene_7339"	47	W16ER2
"gene_734"	169	W16ER2
"gene_7340"	0	W16ER2
"gene_7341"	20	W16ER2
"gene_7342"	110	W16ER2
"gene_7343"	591	W16ER2
"gene_7344"	2	W16ER2
"gene_7345"	0	W16ER2
"gene_7346"	11	W16ER2
"gene_7347"	16	W16ER2
"gene_7348"	5	W16ER2
"gene_7349"	3	W16ER2
"gene_735"	387	W16ER2
"gene_7350"	18	W16ER2
"gene_7351"	49	W16ER2
"gene_7352"	3	W16ER2
"gene_7353"	1	W16ER2
"gene_7354"	165	W16ER2
"gene_7355"	9	W16ER2
"gene_7356"	17	W16ER2
"gene_7357"	0	W16ER2
"gene_7358"	1	W16ER2
"gene_7359"	1	W16ER2
"gene_736"	1702	W16ER2
"gene_7360"	16	W16ER2
"gene_7361"	3	W16ER2
"gene_7362"	0	W16ER2
"gene_7363"	11	W16ER2
"gene_7364"	16	W16ER2
"gene_7365"	5	W16ER2
"gene_7366"	0	W16ER2
"gene_7367"	33	W16ER2
"gene_7368"	9	W16ER2
"gene_7369"	0	W16ER2
"gene_737"	1982	W16ER2
"gene_7370"	10	W16ER2
"gene_7371"	12	W16ER2
"gene_7372"	13	W16ER2
"gene_7373"	77	W16ER2
"gene_7374"	0	W16ER2
"gene_7375"	26	W16ER2
"gene_7376"	0	W16ER2
"gene_7377"	14	W16ER2
"gene_7378"	25	W16ER2
"gene_7379"	0	W16ER2
"gene_738"	542	W16ER2
"gene_7380"	6	W16ER2
"gene_7381"	141	W16ER2
"gene_7382"	10969	W16ER2
"gene_7383"	44	W16ER2
"gene_7384"	25	W16ER2
"gene_7385"	28	W16ER2
"gene_7386"	1605	W16ER2
"gene_7387"	10980	W16ER2
"gene_7388"	4148	W16ER2
"gene_7389"	26884	W16ER2
"gene_739"	271	W16ER2
"gene_7390"	6649	W16ER2
"gene_7391"	7615	W16ER2
"gene_7392"	1733	W16ER2
"gene_7393"	7	W16ER2
"gene_7394"	0	W16ER2
"gene_7395"	1	W16ER2
"gene_7396"	20	W16ER2
"gene_7397"	16	W16ER2
"gene_7398"	8	W16ER2
"gene_7399"	116	W16ER2
"gene_74"	6	W16ER2
"gene_740"	2871	W16ER2
"gene_7400"	19	W16ER2
"gene_7401"	1	W16ER2
"gene_7402"	16	W16ER2
"gene_7403"	0	W16ER2
"gene_7404"	1	W16ER2
"gene_7405"	3	W16ER2
"gene_7406"	215	W16ER2
"gene_7407"	9	W16ER2
"gene_7408"	52	W16ER2
"gene_7409"	53	W16ER2
"gene_741"	472	W16ER2
"gene_7410"	0	W16ER2
"gene_7411"	3	W16ER2
"gene_7412"	120	W16ER2
"gene_7413"	747	W16ER2
"gene_7414"	28	W16ER2
"gene_7416"	14	W16ER2
"gene_7417"	13	W16ER2
"gene_7418"	13	W16ER2
"gene_7419"	9	W16ER2
"gene_742"	181	W16ER2
"gene_7420"	24	W16ER2
"gene_7421"	107	W16ER2
"gene_7422"	18	W16ER2
"gene_7423"	70	W16ER2
"gene_7424"	10	W16ER2
"gene_7425"	0	W16ER2
"gene_7426"	2	W16ER2
"gene_7427"	15	W16ER2
"gene_7428"	19	W16ER2
"gene_7429"	92	W16ER2
"gene_743"	9797	W16ER2
"gene_7430"	87	W16ER2
"gene_7431"	46	W16ER2
"gene_7432"	12	W16ER2
"gene_7433"	19	W16ER2
"gene_7434"	120458	W16ER2
"gene_7435"	8	W16ER2
"gene_7436"	7	W16ER2
"gene_7437"	62	W16ER2
"gene_7438"	34	W16ER2
"gene_7439"	35	W16ER2
"gene_744"	9674	W16ER2
"gene_7440"	20	W16ER2
"gene_7441"	2	W16ER2
"gene_7442"	2	W16ER2
"gene_7443"	28	W16ER2
"gene_7444"	1	W16ER2
"gene_7445"	12	W16ER2
"gene_7446"	46	W16ER2
"gene_7447"	111	W16ER2
"gene_7448"	170	W16ER2
"gene_7449"	23	W16ER2
"gene_745"	964	W16ER2
"gene_7450"	0	W16ER2
"gene_7451"	4	W16ER2
"gene_7452"	42	W16ER2
"gene_7453"	34	W16ER2
"gene_7454"	3	W16ER2
"gene_7455"	84	W16ER2
"gene_7456"	634	W16ER2
"gene_7457"	8	W16ER2
"gene_7458"	0	W16ER2
"gene_7459"	1	W16ER2
"gene_746"	144	W16ER2
"gene_7460"	25	W16ER2
"gene_7461"	5	W16ER2
"gene_7462"	63	W16ER2
"gene_7463"	47	W16ER2
"gene_7464"	60	W16ER2
"gene_7465"	8	W16ER2
"gene_7466"	5	W16ER2
"gene_7467"	3	W16ER2
"gene_7468"	1	W16ER2
"gene_7469"	0	W16ER2
"gene_747"	830	W16ER2
"gene_7470"	0	W16ER2
"gene_7471"	0	W16ER2
"gene_7472"	32	W16ER2
"gene_7473"	74	W16ER2
"gene_7474"	2	W16ER2
"gene_7475"	7	W16ER2
"gene_7476"	11	W16ER2
"gene_7477"	30	W16ER2
"gene_7478"	745	W16ER2
"gene_7479"	5	W16ER2
"gene_748"	874	W16ER2
"gene_7480"	182	W16ER2
"gene_7481"	57	W16ER2
"gene_7482"	137	W16ER2
"gene_7483"	1	W16ER2
"gene_7484"	32	W16ER2
"gene_7485"	55	W16ER2
"gene_7486"	52	W16ER2
"gene_7487"	122	W16ER2
"gene_7488"	59	W16ER2
"gene_7489"	0	W16ER2
"gene_749"	452	W16ER2
"gene_7490"	0	W16ER2
"gene_7491"	3	W16ER2
"gene_7492"	0	W16ER2
"gene_7493"	1	W16ER2
"gene_7494"	11	W16ER2
"gene_7495"	0	W16ER2
"gene_7496"	4	W16ER2
"gene_7497"	346	W16ER2
"gene_7498"	6810	W16ER2
"gene_7499"	0	W16ER2
"gene_75"	5	W16ER2
"gene_750"	3778	W16ER2
"gene_7500"	0	W16ER2
"gene_7501"	60	W16ER2
"gene_7502"	108	W16ER2
"gene_7503"	139	W16ER2
"gene_7504"	167	W16ER2
"gene_7505"	32	W16ER2
"gene_7506"	68	W16ER2
"gene_7507"	6	W16ER2
"gene_7508"	1	W16ER2
"gene_7509"	3	W16ER2
"gene_751"	4351	W16ER2
"gene_7510"	0	W16ER2
"gene_7511"	0	W16ER2
"gene_7512"	7	W16ER2
"gene_7513"	2	W16ER2
"gene_7514"	0	W16ER2
"gene_7515"	138	W16ER2
"gene_7516"	80	W16ER2
"gene_7517"	6	W16ER2
"gene_7518"	12	W16ER2
"gene_7519"	174	W16ER2
"gene_752"	13	W16ER2
"gene_7520"	13	W16ER2
"gene_7521"	144	W16ER2
"gene_7522"	3	W16ER2
"gene_7523"	0	W16ER2
"gene_7524"	0	W16ER2
"gene_7526"	9	W16ER2
"gene_7527"	0	W16ER2
"gene_7528"	65	W16ER2
"gene_7529"	0	W16ER2
"gene_7530"	6847	W16ER2
"gene_7531"	800	W16ER2
"gene_7532"	3826	W16ER2
"gene_7533"	1293	W16ER2
"gene_7534"	1132	W16ER2
"gene_7535"	427	W16ER2
"gene_7536"	4	W16ER2
"gene_7537"	5251	W16ER2
"gene_7538"	644	W16ER2
"gene_7539"	8394	W16ER2
"gene_754"	2768	W16ER2
"gene_7540"	22	W16ER2
"gene_7541"	26	W16ER2
"gene_7543"	7	W16ER2
"gene_7544"	858	W16ER2
"gene_7547"	3631	W16ER2
"gene_7548"	8	W16ER2
"gene_7549"	782	W16ER2
"gene_755"	377	W16ER2
"gene_7550"	464	W16ER2
"gene_7551"	21	W16ER2
"gene_7552"	1493	W16ER2
"gene_7553"	674	W16ER2
"gene_7554"	112	W16ER2
"gene_7555"	8	W16ER2
"gene_7556"	6	W16ER2
"gene_7557"	8123	W16ER2
"gene_7558"	152	W16ER2
"gene_7559"	368	W16ER2
"gene_756"	1400	W16ER2
"gene_7560"	0	W16ER2
"gene_7561"	27	W16ER2
"gene_7562"	980	W16ER2
"gene_7563"	1099	W16ER2
"gene_7564"	18	W16ER2
"gene_7565"	9	W16ER2
"gene_7566"	0	W16ER2
"gene_7567"	1242	W16ER2
"gene_7568"	235	W16ER2
"gene_7569"	1194	W16ER2
"gene_757"	1097	W16ER2
"gene_7570"	603	W16ER2
"gene_7571"	4540	W16ER2
"gene_7572"	183	W16ER2
"gene_7573"	501	W16ER2
"gene_7574"	3937	W16ER2
"gene_7575"	191	W16ER2
"gene_7576"	236	W16ER2
"gene_7577"	9	W16ER2
"gene_7578"	1	W16ER2
"gene_7579"	12	W16ER2
"gene_758"	794	W16ER2
"gene_7580"	8	W16ER2
"gene_7581"	348	W16ER2
"gene_7582"	83	W16ER2
"gene_7583"	323	W16ER2
"gene_7584"	0	W16ER2
"gene_7585"	77	W16ER2
"gene_7586"	7	W16ER2
"gene_7587"	0	W16ER2
"gene_7588"	8	W16ER2
"gene_7589"	1	W16ER2
"gene_759"	690	W16ER2
"gene_7590"	45	W16ER2
"gene_7591"	28	W16ER2
"gene_7592"	66	W16ER2
"gene_7593"	4	W16ER2
"gene_7594"	344	W16ER2
"gene_7595"	506	W16ER2
"gene_7596"	4	W16ER2
"gene_7597"	3	W16ER2
"gene_7598"	0	W16ER2
"gene_7599"	18	W16ER2
"gene_76"	10	W16ER2
"gene_760"	417	W16ER2
"gene_7600"	0	W16ER2
"gene_7601"	2	W16ER2
"gene_7602"	16	W16ER2
"gene_7603"	0	W16ER2
"gene_7604"	1	W16ER2
"gene_7605"	38	W16ER2
"gene_7606"	35	W16ER2
"gene_7607"	233	W16ER2
"gene_7608"	116	W16ER2
"gene_7609"	4	W16ER2
"gene_761"	212	W16ER2
"gene_7610"	9	W16ER2
"gene_7611"	14	W16ER2
"gene_7612"	23	W16ER2
"gene_7613"	0	W16ER2
"gene_7614"	44	W16ER2
"gene_7615"	267	W16ER2
"gene_7616"	3	W16ER2
"gene_7617"	5	W16ER2
"gene_7618"	19	W16ER2
"gene_7619"	4055	W16ER2
"gene_762"	445	W16ER2
"gene_7620"	1158	W16ER2
"gene_7621"	405	W16ER2
"gene_7622"	114	W16ER2
"gene_7623"	479	W16ER2
"gene_7624"	18	W16ER2
"gene_7625"	16	W16ER2
"gene_7626"	14	W16ER2
"gene_7627"	100	W16ER2
"gene_7628"	5273	W16ER2
"gene_7629"	7	W16ER2
"gene_763"	980	W16ER2
"gene_7630"	2	W16ER2
"gene_7631"	64	W16ER2
"gene_7632"	16	W16ER2
"gene_7633"	3	W16ER2
"gene_7634"	11	W16ER2
"gene_7635"	1780	W16ER2
"gene_7636"	1248	W16ER2
"gene_7637"	1679	W16ER2
"gene_7638"	0	W16ER2
"gene_7639"	18	W16ER2
"gene_764"	407	W16ER2
"gene_7640"	254	W16ER2
"gene_7641"	50	W16ER2
"gene_7644"	1	W16ER2
"gene_7645"	0	W16ER2
"gene_7646"	465	W16ER2
"gene_7647"	1513	W16ER2
"gene_7648"	6	W16ER2
"gene_7649"	2	W16ER2
"gene_7650"	496	W16ER2
"gene_7651"	628	W16ER2
"gene_7652"	533	W16ER2
"gene_7653"	322	W16ER2
"gene_7654"	36	W16ER2
"gene_7655"	2	W16ER2
"gene_7656"	0	W16ER2
"gene_7657"	181	W16ER2
"gene_7658"	1414	W16ER2
"gene_7659"	4221	W16ER2
"gene_766"	2053	W16ER2
"gene_7661"	11	W16ER2
"gene_7662"	3430	W16ER2
"gene_7663"	532	W16ER2
"gene_7664"	1045	W16ER2
"gene_7665"	1726	W16ER2
"gene_7666"	7412	W16ER2
"gene_7667"	1134	W16ER2
"gene_7668"	6868	W16ER2
"gene_7669"	264	W16ER2
"gene_767"	3135	W16ER2
"gene_7670"	816	W16ER2
"gene_7671"	627	W16ER2
"gene_7672"	2282	W16ER2
"gene_7673"	2902	W16ER2
"gene_7674"	5	W16ER2
"gene_7675"	575	W16ER2
"gene_7676"	1008	W16ER2
"gene_7677"	1408	W16ER2
"gene_7678"	182	W16ER2
"gene_7679"	398	W16ER2
"gene_768"	1648	W16ER2
"gene_7680"	676	W16ER2
"gene_7681"	328	W16ER2
"gene_7682"	2159	W16ER2
"gene_7683"	952	W16ER2
"gene_7684"	2261	W16ER2
"gene_7685"	387	W16ER2
"gene_7686"	2611	W16ER2
"gene_7687"	48888	W16ER2
"gene_7688"	2243	W16ER2
"gene_7689"	273	W16ER2
"gene_769"	1973	W16ER2
"gene_7690"	10	W16ER2
"gene_7691"	134	W16ER2
"gene_7693"	2062	W16ER2
"gene_7694"	1054	W16ER2
"gene_7695"	2683	W16ER2
"gene_7696"	232	W16ER2
"gene_7697"	3014	W16ER2
"gene_7698"	268	W16ER2
"gene_7699"	213	W16ER2
"gene_77"	1	W16ER2
"gene_770"	230	W16ER2
"gene_7700"	741	W16ER2
"gene_7701"	1365	W16ER2
"gene_7702"	2960	W16ER2
"gene_7703"	1031	W16ER2
"gene_7704"	2404	W16ER2
"gene_7705"	874	W16ER2
"gene_7706"	1122	W16ER2
"gene_7707"	273	W16ER2
"gene_7708"	10	W16ER2
"gene_7709"	1381	W16ER2
"gene_771"	4928	W16ER2
"gene_7710"	8580	W16ER2
"gene_7711"	1234	W16ER2
"gene_7712"	950	W16ER2
"gene_7714"	704	W16ER2
"gene_7715"	496	W16ER2
"gene_7716"	5	W16ER2
"gene_7717"	12	W16ER2
"gene_7718"	0	W16ER2
"gene_7719"	22	W16ER2
"gene_772"	680	W16ER2
"gene_7720"	199	W16ER2
"gene_7721"	123	W16ER2
"gene_7722"	29	W16ER2
"gene_7723"	21	W16ER2
"gene_7724"	51	W16ER2
"gene_7725"	59	W16ER2
"gene_7726"	318	W16ER2
"gene_7727"	4	W16ER2
"gene_7728"	10	W16ER2
"gene_7729"	31	W16ER2
"gene_773"	8933	W16ER2
"gene_7730"	2	W16ER2
"gene_7731"	0	W16ER2
"gene_7732"	0	W16ER2
"gene_7733"	4	W16ER2
"gene_7734"	408	W16ER2
"gene_7735"	6	W16ER2
"gene_7736"	129	W16ER2
"gene_7737"	70	W16ER2
"gene_7738"	333	W16ER2
"gene_7739"	14	W16ER2
"gene_774"	538	W16ER2
"gene_7740"	9	W16ER2
"gene_7741"	54	W16ER2
